,id,title,overview,release_date,popularity,vote_average,vote_count
142,399106,Piper,"A mother bird tries to teach her little one how to find food by herself. In the process, she encounters a traumatic experience that she must overcome in order to survive.",2016-06-16,1.4349,8.151,1707
143,37165,The Truman Show,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,1998-06-04,14.5746,8.151,19846
144,20941,Innocent Voices,"A young boy, attempting to have a normal childhood in 1980s El Salvador, is caught up in a dramatic fight for his life when he desperately tries to avoid the war that is raging all around him.",2005-01-28,2.8968,8.148,512
145,426,Vertigo,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",1958-05-09,5.8353,8.147,6228
146,81481,Silenced,"Based on actual events that took place at Gwangju Inhwa School for the hearing-impaired, where young deaf students were the victims of repeated sexual assaults by faculty members over a period of five years in the early 2000s.",2011-09-22,2.7274,8.1,747
147,10098,The Kid,A tramp cares for a boy after he's abandoned as a newborn by his mother. Later the mother has a change of heart and aches to be reunited with her son.,1921-01-21,2.1334,8.146,2315
148,9702,Bound by Honor,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo.",1993-02-05,5.1365,8.142,1486
149,289,Casablanca,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",1943-01-15,6.0291,8.142,5923
150,797,Persona,"A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer.",1966-10-18,4.9753,8.1,2364
151,851644,20th Century Girl,"In 1999, a teen girl keeps close tabs on a boy in school on behalf of her deeply smitten best friend – then she gets swept up in a love story of her own.",2022-10-06,7.5351,8.1,795
152,517814,Capernaum,"After running away from his negligent parents, committing a violent crime and being sentenced to five years in jail, a hardened, streetwise 12-year-old Lebanese boy sues his parents in protest of the life they have given him.",2018-09-20,2.6516,8.139,1930
153,280,Terminator 2: Judgment Day,"Ten years after the events of the original, a reprogrammed T-800 is sent back in time to protect young John Connor from the shape-shifting T-1000. Together with his mother Sarah, he fights to stop Skynet from triggering a nuclear apocalypse.",1991-07-03,14.2003,8.139,13982
154,872,Singin' in the Rain,"In 1927 Hollywood, a silent film star falls for a chorus girl just as he and his paranoid screen partner struggle to make the difficult transition to talking pictures.",1952-04-10,4.1183,8.138,3423
155,592350,My Hero Academia: Heroes Rising,"Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation... until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope.",2019-12-20,3.0062,8.137,1249
156,3780,Red Beard,"Aspiring to an easy job as personal physician to a wealthy family, Noboru Yasumoto is disappointed when his first post after medical school takes him to a small country clinic under the gruff doctor Red Beard. Yasumoto rebels in numerous ways, but Red Beard proves a wise and patient teacher. He gradually introduces his student to the unglamorous side of the profession, ultimately assigning him to care for a prostitute rescued from a local brothel.",1965-03-04,2.2894,8.135,400
157,606856,Togo,"The untold true story set in the winter of 1925 that takes you across the treacherous terrain of the Alaskan tundra for an exhilarating and uplifting adventure that will test the strength, courage and determination of one man, Leonhard Seppala, and his lead sled dog, Togo.",2019-12-20,3.8272,8.132,2207
158,666,Central Station,"An emotional journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",1998-04-03,1.686,8.132,1027
159,693134,Dune: Part Two,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",2024-02-27,20.28,8.1,7561
160,475557,Joker,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",2019-10-01,19.0582,8.128,27353
161,103,Taxi Driver,"Suffering from insomnia, disturbed loner Travis Bickle takes a job as a New York City cabbie, haunting the streets nightly, growing increasingly detached from reality as he dreams of cleaning up the filthy city.",1976-02-09,13.2147,8.128,13220
162,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop it.",1964-01-29,4.4903,8.125,6040
163,458220,Palmer,"After 12 years in prison, former high school football star Eddie Palmer returns home to put his life back together—and forms an unlikely bond with Sam, an outcast boy from a troubled home. But Eddie's past threatens to ruin his new life and family.",2021-01-28,5.2352,8.124,1862
164,20914,My Friends,Four inseparable friends try to face their midlife crisis with daytrips and pranks at the expense of their families and the people around them.,1975-10-24,3.6455,8.123,738
165,600,Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,1987-06-26,8.9016,8.12,11249
166,575813,Better Days,"A bullied teenage girl forms an unlikely friendship with a mysterious young man who protects her from her assailants, while she copes with the pressures of her final examinations.",2019-10-25,2.9791,8.1,534
167,810693,Jujutsu Kaisen 0,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?",2021-12-24,9.3299,8.116,1669
168,500,Reservoir Dogs,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",1992-09-02,10.1968,8.116,15184
169,1103621,How to Make Millions Before Grandma Dies,"M, a university dropout low on money and luck, volunteers to take care of his terminally ill grandmother, in the hope of pocketing an inheritance.",2024-04-04,4.1596,8.115,368
170,829402,Ultraman: Rising,"A star athlete reluctantly returns home to take over his father's duties as Ultraman, shielding Tokyo from giant monsters as he becomes a legendary hero.",2024-06-14,3.0962,8.114,367
171,422,8½,"Guido Anselmi, a film director, finds himself creatively barren at the peak of his career. Urged by his doctors to rest, Anselmi heads for a luxurious resort, but a sorry group gathers—his producer, staff, actors, wife, mistress, and relatives—each one begging him to get on with the show. In retreat from their dependency, he fantasizes about past women and dreams of his childhood.",1963-02-14,2.5944,8.113,2484
172,531428,Portrait of a Lady on Fire,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",2019-09-06,5.5265,8.1,2867
173,406997,Wonder,"The story of August Pullman – a boy with facial differences – who enters fifth grade, attending a mainstream elementary school for the first time.",2017-11-13,7.625,8.109,8169
174,10681,WALL·E,"After hundreds of years doing what he was built for, WALL•E— a robot designed to clean up the earth—discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen.",2008-06-22,15.6787,8.108,19957
175,46738,Incendies,"A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.",2010-09-17,11.1388,8.107,3164
176,1398,Stalker,"Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A stalker guides two men into the Zone, specifically to an area in which deep-seated desires are granted.",1979-05-25,4.6307,8.107,2443
177,980477,Ne Zha 2,"After a catastrophic event leaves their bodies destroyed, Ne Zha and Ao Bing are granted a fragile second chance at life. As tensions rise between the dragon clans and celestial forces, the two must undergo a series of perilous trials that will test their bond, challenge their identities, and decide the fate of both mortals and immortals.",2025-01-29,28.1479,8.106,598
178,146233,Prisoners,"Keller Dover is facing every parent’s worst nightmare. His six-year-old daughter, Anna, is missing, together with her young friend, Joy, and as minutes turn to hours, panic sets in. The only lead is a dilapidated RV that had earlier been parked on their street.",2013-09-19,10.7792,8.102,12796
179,38288,"“The Shorts” by Aldo, Giovanni and Giacomo","I Corti (""Shorts"") by Aldo, Giovanni & Giacomo was the first stage show of the comedy trio, with the participation of Marina Massironi. It was recorded live at the Teatro Nuovo in Ferrara on 28 and 29 March 1996. Produced by Agidi, with the theatre direction of Arturo Brachetti.",1996-03-29,0.3415,8.099,358
180,100,"Lock, Stock and Two Smoking Barrels",A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,1998-08-28,2.5027,8.098,7060
181,508442,Soul,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",2020-12-25,12.6966,8.097,11209
182,103663,The Hunt,"A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",2012-10-25,5.4591,8.097,4627
183,655,"Paris, Texas","A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",1984-07-16,4.3711,8.097,2153
184,600354,The Father,"A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",2020-12-23,4.7001,8.096,3538
185,398818,Call Me by Your Name,"In the summer of 1983, a 17-year-old Elio spends his days in his family's villa in Italy. One day Oliver, a graduate student, arrives to assist Elio's father, a professor of Greco-Roman culture. Soon, Elio and Oliver discover a summer that will alter their lives forever.",2017-10-01,9.5107,8.1,12611
186,823219,Flow,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",2024-08-29,14.7007,8.095,2652
187,791373,Zack Snyder's Justice League,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",2021-03-18,10.6923,8.094,10651
188,996,Double Indemnity,"An insurance representative is seduced by a dissatisfied housewife into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, a claims investigator.",1944-07-06,2.4344,8.095,1984
189,19,Metropolis,"In a futuristic city sharply divided between the rich and the poor, the son of the city's mastermind meets a prophet who predicts the coming of a savior to mediate their differences.",1927-01-10,3.197,8.095,3041
190,149871,The Tale of The Princess Kaguya,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthrals all who encounter her. But, ultimately, she must confront her fate.",2013-11-23,3.3519,8.094,1936
191,843,In the Mood for Love,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",2000-09-29,6.9491,8.093,3166
192,38,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",2004-03-19,10.6297,8.091,16060
193,664767,Mortal Kombat Legends: Scorpion's Revenge,"After the vicious slaughter of his family by stone-cold mercenary Sub-Zero, Hanzo Hasashi is exiled to the torturous Netherrealm. There, in exchange for his servitude to the sinister Quan Chi, he’s given a chance to avenge his family – and is resurrected as Scorpion, a lost soul bent on revenge. Back on Earthrealm, Lord Raiden gathers a team of elite warriors – Shaolin monk Liu Kang, Special Forces officer Sonya Blade and action star Johnny Cage – an unlikely band of heroes with one chance to save humanity. To do this, they must defeat Shang Tsung’s horde of Outworld gladiators and reign over the Mortal Kombat tournament.",2020-04-12,3.6423,8.09,1436
194,11878,Yojimbo,"A nameless ronin, or samurai with no master, enters a small village in feudal Japan where two rival businessmen are struggling for control of the local gambling trade. Taking the name Sanjuro Kuwabatake, the ronin convinces both silk merchant Tazaemon and sake merchant Tokuemon to hire him as a personal bodyguard, then artfully sets in motion a full-scale gang war between the two ambitious and unscrupulous men.",1961-04-25,2.7979,8.09,1640
195,755812,"Miraculous World: New York, United HeroeZ","Marinette’s class is headed to New York, the city of superheroes, for French-American Friendship Week.",2020-09-25,2.7088,8.1,1121
196,411088,The Invisible Guest,"Barcelona, Spain. Adrián Doria, a young and successful businessman accused of murder, meets one night with Virginia Goodman, an expert interrogation lawyer, in order to devise a defense strategy.",2017-01-06,6.8966,8.088,4882
197,812225,Black Clover: Sword of the Wizard King,"As a lionhearted boy who can't wield magic strives for the title of Wizard King, four banished Wizard Kings of yore return to crush the Clover Kingdom.",2023-06-16,5.8474,8.092,359
198,24382,Big Deal on Madonna Street,"Best friends Peppe and Mario are thieves, but they're not very good at it. Still, Peppe thinks that he's finally devised a master heist that will make them rich. With the help of some fellow criminals, he plans to dig a tunnel from a rented apartment to the pawnshop next door, where they can rob the safe. But his plan is far from foolproof, and the fact that no one in the group has any experience digging tunnels proves to be the least of their problems.",1958-07-26,1.1604,8.087,767
199,614,Wild Strawberries,"Crotchety retired doctor Isak Borg travels from Stockholm to Lund, Sweden, with his pregnant and unhappy daughter-in-law, Marianne, in order to receive an honorary degree from his alma mater. Along the way, they encounter a series of hitchhikers, each of whom causes the elderly doctor to muse upon the pleasures and failures of his own life. These include the vivacious young Sara, a dead ringer for the doctor's own first love.",1957-08-28,2.2316,8.087,1773
200,470044,The Hate U Give,"Raised in a poverty-stricken slum, a 16-year-old girl named Starr now attends a suburban prep school. After she witnesses a police officer shoot her unarmed best friend, she's torn between her two very different worlds as she tries to speak her truth.",2018-10-19,2.6573,8.085,2203
201,387,Das Boot,"A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.",1981-09-17,4.4866,8.085,2446
202,239,Some Like It Hot,"In Prohibition-era Chicago, musicians Joe and Jerry witness a mob hit, and flee the state in an all-female band disguised as Josephine and Daphne, but further complications set in.",1959-03-19,4.3926,8.085,3790
203,795607,Green Snake,"While trying to free her sister from Fahai's clutches, Xiao Qing winds up in a dystopian city and meets a mysterious man who can't recall his past life.",2021-07-23,2.4994,8.084,353
204,406,La Haine,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",1995-05-31,5.429,8.083,4442
205,705,All About Eve,"From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit.",1950-11-09,2.181,8.1,1660
206,1244492,Look Back,"Popular, outgoing Fujino is celebrated by her classmates for her funny comics in the class newspaper. One day, her teacher asks her to share the space with Kyomoto, a truant recluse whose beautiful artwork sparks a competitive fervor in Fujino. What starts as jealousy transforms when Fujino realizes their shared passion for drawing.",2024-06-28,5.863,8.081,496
207,12445,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",2011-07-12,14.9682,8.081,21718
208,1026227,There's Still Tomorrow,"In postwar Rome, a working-class woman dreams of a better future for herself and her daughter while facing abuse at the hands of her domineering husband. When a mysterious letter arrives, she discovers the courage to change the circumstances of her life.",2023-10-26,2.7737,8.1,1496
209,803796,KPop Demon Hunters,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",2025-06-20,45.9098,8.08,2433
210,20532,Sansho the Bailiff,"In medieval Japan, a woman and her children journey to find the family's patriarch, who was exiled years earlier.",1954-03-31,1.1845,8.1,415
211,20334,The Shop Around the Corner,"Two employees at a gift shop can barely stand one another, without realising that they are falling in love through the post as each other's anonymous pen pal.",1940-01-12,2.0727,8.078,817
212,7345,There Will Be Blood,"Ruthless silver miner, turned oil prospector, Daniel Plainview, moves to oil-rich California. Using his son to project a trustworthy, family-man image, Plainview cons local landowners into selling him their valuable properties for a pittance. However, local preacher Eli Sunday suspects Plainview's motives and intentions, starting a slow-burning feud that threatens both their lives.",2007-12-26,9.8996,8.077,7251
213,55823,The Great War,"Italy, 1916. Oreste Jacovacci and Giovanni Busacca are called, as all the Italian youths, to serve the army in the WWI. They both try in every way to avoid serving the army.",1959-10-28,0.9589,8.1,363
214,831827,Far from the Tree,"On an idyllic beach in the Pacific Northwest, curiosity gets the better of a young raccoon whose frustrated parent attempts to keep them both safe.",2021-11-24,1.1533,8.1,385
215,1091,The Thing,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,1982-06-25,9.6844,8.067,7739
216,21634,Prayers for Bobby,"Bobby Griffith was his mother's favorite son, the perfect all-American boy growing up under deeply religious influences in Walnut Creek, California. Bobby was also gay. Struggling with a conflict no one knew of, much less understood, Bobby finally came out to his family.",2009-01-24,1.5353,8.1,618
217,610892,Violet Evergarden: Eternity and the Auto Memory Doll,"Violet Evergarden comes to a private women's academy to tutor Isabella in the ways of being a lady. Heir to the York family, Isabella feels trapped in this new and uncomfortable world. She still grieves for the only person to ever bring her happiness – now lost to her. Violet's lessons do give her a brief respite from the melancholy but with the absence of joy, how long does it take to truly heal?",2019-09-06,2.1284,8.065,444
218,282848,Doctor Who: The Time of the Doctor,"Orbiting a quiet backwater planet, the massed forces of the universe's deadliest species gather, drawn to a mysterious message that echoes out to the stars. And amongst them, the Doctor. Rescuing Clara from a family Christmas dinner, the Time Lord and his best friend must learn what this enigmatic signal means for his own fate and that of the universe.",2013-12-25,0.9417,8.065,308
219,2457,Children of Paradise,"In a chaotic 19th-century Paris teeming with aristocrats, thieves, psychics, and courtesans, theater mime Baptiste is in love with the mysterious actress Garance. But Garance, in turn, is loved by three other men: pretentious actor Frederick, conniving thief Lacenaire, and Count Edouard of Montray.",1945-03-15,1.2551,8.065,446
220,832,M,"In this classic German thriller, Hans Beckert, a serial killer who preys on children, becomes the focus of a massive Berlin police manhunt. Beckert's heinous crimes are so repellant and disruptive to city life that he is even targeted by others in the seedy underworld network. With both cops and criminals in pursuit, the murderer soon realizes that people are on his trail, sending him into a tense, panicked attempt to escape justice.",1931-05-11,1.8866,8.061,2416
221,8392,My Neighbor Totoro,"Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.",1988-04-16,10.9277,8.062,8645
222,7347,Elite Squad,"In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged.",2007-10-05,3.8403,8.062,2635
223,359940,"Three Billboards Outside Ebbing, Missouri","After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.",2017-12-01,5.6755,8.061,10719
224,31439,To Live,Married couple Fugui and Jiazhen endure tumultuous events in mid-20th century mainland China as their personal fortunes move from wealthy landownership to peasantry.,1994-05-18,2.0916,8.058,364
225,663558,New Gods: Nezha Reborn,"While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers to protect his loved ones.",2021-02-06,3.6894,8.056,506
226,62,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",1968-04-02,12.0966,8.056,12372
227,1064486,Memoir of a Snail,"Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life.",2024-10-17,4.7287,8.055,736
228,11659,The Best of Youth,"After a fateful encounter in the summer of 1966, the lifepaths of two brothers from a middle-class Roman family diverge, intersecting with some of the most significant events of postwar Italian history in the following decades.",2003-06-22,1.2253,8.055,598
229,11423,Memories of Murder,"A sadistic serial rapist and murderer of young women terrorizes a small province in 1980s South Korea. To prevent further crimes, three increasingly desperate detectives with conflicting methods race against time to unravel the violent mind of the killer in a futile effort to solve the case.",2003-04-25,8.724,8.055,4433
230,522518,A Dog's Journey,A dog finds the meaning of his own existence through the lives of the humans he meets.,2019-05-03,3.1983,8.054,1595
231,133919,Scenes from a Marriage,"Johan and Marianne are married and seem to have it all. Their happiness, however, is a façade for a troubled relationship, which becomes even rockier when Johan admits that he's having an affair. Before long, the spouses separate and move towards finalizing their divorce, but they make attempts at reconciling. Even as they pursue other relationships, Johan and Marianne realize that they have a significant bond, but also many issues that hinder that connection.",1974-09-15,1.5399,8.1,394
232,4348,Pride & Prejudice,"A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",2005-09-16,12.2245,8.1,8626
233,640344,Me Against You: Mr. S's Vendetta,"A young couple who makes popular YouTube videos for children sets out to win an award, but an evil mastermind stands in the way of their success.",2020-01-17,0.3239,8.05,471
234,1955,The Elephant Man,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.",1980-10-09,4.3003,8.049,3841
235,762975,Purple Hearts,"An aspiring musician agrees to a marriage of convenience with a soon-to-deploy Marine, but a tragedy soon turns their fake relationship all too real.",2022-07-29,7.4152,8.048,2835
236,532067,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,"After receiving a warning that Yunyun's hometown is in danger, Kazuma's party is relieved to discover it's only a joke...until it isn't. The Demon King's general has just arrived to obtain The Mage Killer, a weapon with world-ending power.",2019-08-30,2.4672,8.0,599
237,381284,Hidden Figures,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",2016-12-10,8.8772,8.047,10273
238,518068,Along with the Gods: The Last 49 Days,"As the deceased soul Ja-hong and his three afterlife guardians prepare for their remaining trials for reincarnation, the guardians soon come face to face with the truth of their tragic time on Earth 1,000 years earlier.",2018-08-01,3.0634,8.045,733
239,548,Rashomon,Four people recount different versions of the story of a man's murder and the rape of his wife.,1950-08-26,3.0096,8.0,2460
240,439,La Dolce Vita,"Episodic journey of journalist Marcello who struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.",1960-02-05,4.3779,8.045,2004
241,42229,A Special Day,Two neighbours — a persecuted journalist and a resigned housewife — forge a strong bond on the day of Adolf Hitler's historic 1938 visit to Rome.,1977-08-11,1.0284,8.0,746
242,992,Sherlock Jr.,"A film projectionist longs to be a detective, and puts his meager skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",1924-04-17,1.459,8.044,1134
243,638507,How to Train Your Dragon: Homecoming,"It's been ten years since the dragons moved to the Hidden World, and even though Toothless doesn't live in New Berk anymore, Hiccup continues the holiday traditions he once shared with his best friend. But the Vikings of New Berk were beginning to forget about their friendship with dragons. Hiccup, Astrid, and Gobber know just what to do to keep the dragons in the villagers' hearts. And across the sea, the dragons have a plan of their own...",2019-12-03,5.149,8.042,1084
244,334543,Lion,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",2016-11-24,4.2908,8.041,6878
245,11645,Ran,Shakespeare's King Lear is reimagined as a singular historical epic set in sixteenth-century Japan where an aging warlord divides his kingdom between his three sons.,1985-06-01,4.2897,8.0,1757
246,397567,Along with the Gods: The Two Worlds,"Having died unexpectedly, firefighter Ja-hong is taken to the afterlife by 3 afterlife guardians. Only when he passes 7 trials over 49 days and proves he was innocent in human life, he’s able to reincarnate, and his 3 afterlife guardians are by his side to defend him in trial.",2017-12-20,3.5617,8.038,1167
247,582,The Lives of Others,"In 1984 East Berlin, dedicated Stasi officer Gerd Wiesler begins spying on a famous playwright and his actress-lover Christa-Maria. Wiesler becomes unexpectedly sympathetic to the couple, and faces conflicting loyalties when his superior takes a liking to Christa-Maria.",2006-03-23,4.5462,8.038,4024
248,310569,The Second Mother,"After leaving her daughter Jessica in a small town in Pernambuco to be raised by relatives, Val spends the next 13 years working as a nanny to Fabinho in São Paulo. She has financial stability but has to live with the guilt of having not raised Jessica herself. As Fabinho’s university entrance exams approach, Jessica reappears in her life and seems to want to give her mother a second chance. However, Jessica has not been raised to be a servant and her very existence will turn Val’s routine on its head. With precision and humour, the subtle and powerful forces that keep rigid class structures in place and how the youth may just be the ones to shake it all up.",2015-06-04,0.9841,8.036,770
249,872585,Oppenheimer,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,2023-07-19,20.8079,8.035,11398
250,414419,Kill Bill: The Whole Bloody Affair,"A former assassin—known only as The Bride—wakes up from a coma to wreak vengeance on her former boss and lover, Bill, and his team of assassins, The Deadly Viper Assassination Squad, who betrayed her and left her for dead.  Quentin Tarantino’s 'Kill Bill: The Whole Bloody Affair' combines the two films, Kill Bill: Volume 1 (2003) and Kill Bill: Volume 2 (2004), into the single movie it was originally intended to be.  This new version removes the cliffhanger ending from Kill Bill: Vol. 1 and the recap that began Kill Bill: Vol. 2, and inserts a very brief intermission to separate the two volumes. It also includes a never-before-seen 7½-minute animated sequence, and restores to colour the 'House of Blue Leaves' fight sequence that was first presented in black and white in the U.S. theatrical cut to avoid an NC-17 rating. This unrated and unabridged version of the film has a runtime of 253 minutes.",2011-03-27,15.0109,8.034,1162
251,120467,The Grand Budapest Hotel,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",2014-02-26,10.1833,8.031,15804
252,26022,My Name Is Khan,"Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.",2010-02-10,2.987,8.031,1405
253,800,The Young and the Damned,"A group of juvenile delinquents live a violent life in the infamous slums of Mexico City; among them Pedro, whose morality is gradually corrupted and destroyed by the others.",1950-12-09,2.0264,8.031,524
254,437068,A Taxi Driver,"May, 1980. Man-seob is a taxi driver in Seoul who lives from hand to mouth, raising his young daughter alone. One day, he hears that there is a foreigner who will pay big money for a drive down to Gwangju city. Not knowing that he’s a German journalist with a hidden agenda, Man-seob takes the job.",2017-08-02,3.2944,8.029,1125
